wo,cs,bleu,detox_score
0.3333333333333333,1.0,1.0,0.9146065958144083
0.4166666666666667,0.892873661620403,0.5788111346105813,0.9788495329423047
0.2,0.903975007392187,0.4776517156579421,0.9200623843845571
0.42857142857142855,0.9724988832626843,0.8082374773588928,0.8661752970048285
0.25,0.9373947391805173,0.558716204922843,0.9654380056497391
0.2,0.6538968202953783,0.6617546834832233,0.8368498553856798
0.3,0.9901404691443001,0.7165313105737893,0.9239396346876881
0.0,0.8948503613284057,0.31356006812336346,0.9948455157186491
0.42857142857142855,0.9877624411610596,0.7536856024777308,0.9586799312947335
0.1,0.8344756498061336,0.2126796871095806,0.9729695517796235
0.25,0.8787407253548795,0.4910150461440625,0.97191655134735
0.2857142857142857,0.9471627810667355,0.5243056164910584,0.9563514499399447
0.8181818181818182,0.9976405913191,0.9769961126936092,0.8639283425164479
0.16666666666666666,0.6744117557693469,0.6162607099729586,0.9621623063531546
0.25,0.9931137120250623,0.654479546178914,0.9376764594820411
0.6,0.9830455925048399,0.7205815373945794,0.9662165310351454
0.5454545454545454,0.9866208035699762,0.8237409767743542,0.9358462627851254
0.5,0.995181529322008,0.7303191734793717,0.9250755519918631
0.2608695652173913,0.8882390821798414,0.5047806933483789,0.8957773489211549
0.5,0.9410144950448822,0.8234708948904559,0.9783508288018105
0.23076923076923078,0.9339954945045464,0.5494313257132049,0.8227712115232487
0.19444444444444445,0.9333138056413306,0.5385176041626674,0.9810366625745622
0.5172413793103449,0.9802689297571421,0.7126288839233941,0.9181889022992916
0.1,0.9705482238150658,0.7178970818142898,0.9718904240260287
0.3333333333333333,0.8239416724246709,0.36825629760285444,0.9324022504107645
0.1794871794871795,0.950449211777031,0.5067742398746661,0.9279161107772549
0.4166666666666667,0.9586420088271524,0.692968519427635,0.8819215128539228
0.2,0.9068461355930091,0.4509514087311514,0.9850012211575614
0.6,0.9372871690611098,0.5069381796947,0.9773160897841701
0.6666666666666666,0.9899868193734603,0.9622687143632572,0.970050067086698
0.42857142857142855,0.9097432269661054,0.46488249385651764,0.938488904570275
0.5,0.9986112820439704,0.77552081432517,0.9770873050314679
0.11764705882352941,0.8587352814944915,0.2662895143260824,0.9510258634421501
0.13333333333333333,0.9057813303506973,0.577314121936313,0.9621623063531546
0.6363636363636364,0.9834799941903496,0.8756931149952416,0.9847891593617382
0.38095238095238093,0.9750622829386931,0.6287664363400423,0.9037443409404284
0.7142857142857143,0.9881038840894735,0.9682132340352987,0.9566690523795773
0.6666666666666666,0.9322288204064365,0.7635274653042645,0.8112047725622729
0.2727272727272727,0.8120064106531043,0.2737790504656535,0.9980850617790774
0.45454545454545453,0.9304548630068668,0.8666387800480791,0.9813285904032633
0.1,0.9233997488813522,0.3685289119518548,0.9870392587238479
0.14285714285714285,0.9514916066930874,0.4808446508170439,0.9621623063531546
0.48,0.959559677296408,0.5298020244422825,0.9772481388954088
0.5416666666666666,0.9548197778255519,0.6500937764525303,0.9937376133171192
0.55,0.990386753762571,0.8452630322132916,0.9379284983417451
0.6666666666666666,0.9835976715109073,0.7924446884577924,0.8590757258287797
0.2,0.8781886628003629,0.5404719101930588,0.9799833613821384
0.2962962962962963,0.9341280131932624,0.5347920737237304,0.9816507889404149
0.09090909090909091,0.8090904645506438,0.20077449766513142,0.8875966873887404
0.0,0.8514410175909691,0.23909453161355018,0.9483731757821751
0.42857142857142855,1.0,1.0,0.9771722025900706
0.5454545454545454,0.9058319654552225,0.6452808541352605,0.9895705471054249
0.4166666666666667,0.9890248949207344,0.7930166382473799,0.996264127663593
0.6666666666666666,0.9781620006067768,0.9590965597935381,0.9621623063531546
0.125,0.9432487671054599,0.6786213029744746,0.8860476292183523
0.07692307692307693,0.86563877263123,0.42599133810160444,0.9064389605787618
0.7142857142857143,0.9042819722796117,0.7402441057636493,0.995554362925315
0.2777777777777778,0.9482282800197493,0.5427146050076945,0.9398131598314073
0.37037037037037035,0.8468298085793553,0.5695474339328948,0.998703922845192
0.5,0.8414383980168657,0.7683553576498621,0.9839317026019907
0.0,0.050229336660779784,0.46198040323368755,0.9852685935242564
0.5714285714285714,0.9492063062278576,0.5692582000775529,0.8951237313375202
0.2857142857142857,0.5420050784211904,0.5466918842222593,0.9615215960356631
0.3888888888888889,0.9204778740727922,0.6798939591938573,0.9839200122903627
0.3333333333333333,0.7889730727171846,0.7739321540474097,0.7768916304215203
